transakcja_id,konto_id,kwota,data_transakcji,kategoria_wydatku,metoda_platnosci,miasto_transakcji,kraj_transakcji,status_transakcji
544924,10774,35.46,2025-12-01 20:32:33,Zdrowie i Apteki,Karta,Sosnowiec ,Polska,Zakonczona
544925,11474,382.46,2025-07-31 00:31:13,Elektronika,Online,,,Zakonczona
544926,11383,3537.15,2025-06-23 06:54:08,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
544927,10690,36.97,2025-12-16 14:42:44,Zdrowie i Apteki,Karta,Sosnowiec,Polska,Zakonczona
544928,10006,12.37,2025-10-07 11:08:43,Elektronika,Karta,Mikołów,Polska,Zakonczona
544929,10006,6.62,2025-04-22 11:50:44,Zdrowie i Apteki,Karta,Mikołów,Polska,Zakonczona
544930,10272,6514.46,2025-12-29 09:26:53,Supermarkety,Karta,Berlin,Niemcy,Zakonczona
544931,10054,61.26,2025-04-08 17:00:13,Supermarkety,Karta,Mikołów,Polska,Zakonczona
544932,10401,79.41,2025-07-24 05:25:37,Elektronika,Online,,,Zakonczona
544933,10990,38.88,2025-06-07 10:54:39,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
544934,10505,53.61,2025-12-18 07:36:39,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
544935,10567,51.46,2025-02-02 13:40:10,Restauracje i Bary,Karta, Katowice,Polska,Zakonczona
544936,11275,1056.53,2025-12-26 11:43:01,Przelew,Przelew Krajowy,,,Zakonczona
544937,10152,62.15,2025-02-11 10:24:08,Elektronika,Online,,,Zakonczona
544938,11466,42.63,2025-09-13 08:54:22,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
544939,10212,39.02,2025-03-05 18:44:40,Elektronika,BLIK,Gliwice,Polska,Zakonczona
544940,10194,48.23,2025-06-29 17:31:52,Restauracje i Bary,BLIK,Katowice,Polska,Zakonczona
544941,10787,298.15,2025-04-28 13:03:02,Edukacja,Karta,Gliwice,Polska,Zakonczona
544942,11089,423.62,2025-07-01 15:09:27,Zdrowie i Apteki,BLIK,Chorzów,Polska,Zakonczona
544943,10869,144.94,2025-03-14 16:55:33,Restauracje i Bary,BLIK,Katowice,Polska,Zakonczona
544944,11112,5787.5,2025-07-21 17:23:17,Supermarkety,Karta,Londyn,Wielka Brytania,Zakonczona
544945,11373,6.88,2025-02-08 14:10:27,Supermarkety,Karta,Rybnik,Polska,Zakonczona
544946,11179,69.16,2025-07-08 14:39:28,Zdrowie i Apteki,Karta,Zabrze,Polska,Zakonczona
544947,10646,47.18,2025-04-01 09:14:50,Paliwo i Transport,Karta,Tychy,Polska,Zakonczona
544948,11161,193.72,2025-06-22 07:14:18,Paliwo i Transport,BLIK,Katowice,Polska,Zakonczona
544949,11124,42.3,2025-09-30 16:50:06,Zakupy Odzieżowe,Karta,Katowice,Polska,Odrzucona
544950,10166,11.83,2025-10-29 13:34:40,Elektronika,BLIK,Rybnik,Polska,Zakonczona
544951,10751,33.78,2025-03-01 10:52:24,Zdrowie i Apteki,Karta,Zabrze,Polska,Zakonczona
544952,10201,17.86,2025-02-20 23:08:59,Supermarkety,BLIK,Zakopane,Polska,Zakonczona
544953,11061,216.76,2025-01-23 18:18:10,Zdrowie i Apteki,Online,,,Zakonczona
544954,10442,9.87,2025-01-18 08:41:00,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
544955,10524,2390.7,2025-07-12 16:05:53,Restauracje i Bary,BLIK,Wrocław,Polska,Zakonczona
544956,10832,13.4,2025-01-01 16:18:24,Przelew,Przelew Krajowy,,,Zakonczona
544957,10894,7.71,2025-03-15 07:27:48,Paliwo i Transport,BLIK,Katowice,Polska,Zakonczona
544958,10009,12.34,2025-11-14 07:50:29,Paliwo i Transport,BLIK,Chorzów,Polska,Zakonczona
544959,11116,111.15,2025-10-18 11:14:27,Supermarkety,Karta,Bytom,Polska,Zakonczona
544960,10431,151.49,2025-07-07 08:51:08,Paliwo i Transport,Karta,Poznań,Polska,Zakonczona
544961,10961,1569.79,2025-05-28 15:00:31,Edukacja,Karta,Poznań,Polska,Zakonczona
544962,10593,32.39,2025-09-13 17:08:51,Restauracje i Bary,Karta,Orzesze,Polska,Zakonczona
544963,10072,515.27,2025-09-24 06:12:07,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
544964,11239,36.91,2025-02-04 12:55:23,Supermarkety,Online,,,Zakonczona
544965,11457,95.0,2025-07-23 14:31:17,Zdrowie i Apteki,BLIK,Tychy,Polska,Zakonczona
544966,11351,5902.32,2025-01-19 20:23:09,Restauracje i Bary,Karta,Sosnowiec,Polska,Zakonczona
544967,11059,68.66,2025-09-26 12:39:09,Zdrowie i Apteki,Karta,Tychy,Polska,Zakonczona
544968,11422,51.37,2025-01-20 15:05:41,Zakupy Odzieżowe,Karta,katowice,Polska,Zakonczona
544969,10602,62.01,2025-11-20 06:39:20,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
544970,11373,30.36,2025-04-05 15:53:57,Rozrywka i Streaming,BLIK,Rybnik,Polska,Zakonczona
544971,11221,345.82,2025-11-07 18:37:36,Restauracje i Bary,Karta,Zabrze,Polska,Zakonczona
544972,10569,4237.02,2025-03-10 12:02:17,Przelew,Przelew Krajowy,,,Zakonczona
544973,10292,4756.87,2025-10-05 19:33:19,Supermarkety,Karta,Gliwice,Polska,Zakonczona
544974,10074,72.99,2025-01-30 22:58:42,Zdrowie i Apteki,Online,,,Zakonczona
544975,11272,309.29,2025-12-10 15:49:16,Elektronika,BLIK,Gliwice,Polska,Zakonczona
544976,10506,51.36,2025-04-23 15:38:38,Elektronika,Karta,Chorzów,Polska,Zakonczona
544977,11125,119.77,2025-12-17 09:05:15,Paliwo i Transport,BLIK,Chorzów,Polska,Zakonczona
544978,11425,50.16,2025-08-09 08:06:41,Paliwo i Transport,Karta,Zabrze,Polska,Zakonczona
544979,11340,30.72,2025-09-15 16:26:32,Przelew,Przelew Krajowy,,,Zakonczona
544980,10911,35.54,2025-09-28 15:57:28,Rozrywka i Streaming,Karta,Bytom,Polska,Zakonczona
544981,10275,62.23,2025-06-20 15:00:39,Supermarkety,BLIK,KATOWICE  ,Polska,Zakonczona
544982,10101,73.49,2025-01-14 23:45:16,Supermarkety,Karta,Bytom,Polska,Odrzucona
544983,10762,73.15,2025-12-02 17:36:45,Supermarkety,Karta,Orzesze,Polska,Zakonczona
544984,10687,30.17,2025-06-14 08:37:36,Paliwo i Transport,Online,,,Zakonczona
544985,10417,2990.18,2025-01-13 07:16:19,Paliwo i Transport,BLIK,Tychy,Polska,Zakonczona
544986,10210,47.36,2025-11-28 16:42:35,Restauracje i Bary,BLIK,Tychy,Polska,Zakonczona
544987,10367,23.69,2025-07-09 07:47:49,Paliwo i Transport,BLIK,Bytom,Polska,Zakonczona
544988,10258,4682.14,2025-01-25 12:52:27,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
544989,10687,604.93,2025-09-05 16:42:22,Restauracje i Bary,BLIK,Tychy,Polska,Zakonczona
544990,10409,77.11,2025-12-02 08:36:48,Supermarkety,BLIK,Orzesze,Polska,Zakonczona
544991,10246,24.82,2025-11-19 09:43:38,Paliwo i Transport,Karta,Rybnik,Polska,Zakonczona
544992,10552,237.17,2025-05-11 07:24:43,Paliwo i Transport,BLIK,Gdańsk,Polska,Zakonczona
544993,10799,28.39,2025-04-08 10:35:57,Zdrowie i Apteki,BLIK,Mikołów,Polska,Zakonczona
544994,10728,28.08,2025-01-24 14:07:17,Supermarkety,Karta,Katowice,Polska,Zakonczona
544995,10674,79.96,2025-08-02 14:50:37,Restauracje i Bary,BLIK,Katowice,Polska,Zakonczona
544996,10117,105.96,2025-09-17 12:05:43,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
544997,10746,48.25,2025-04-07 11:17:00,Przelew,Przelew Krajowy,,,Zakonczona
544998,11163,21.59,2025-05-25 18:46:30,Restauracje i Bary,Online,,,Zakonczona
544999,10631,70.98,2025-03-20 12:21:48,Zakupy Odzieżowe,Online,,,Zakonczona
545000,10588,129.09,2025-04-25 20:04:27,Restauracje i Bary,BLIK,Orzesze,Polska,Zakonczona
545001,11312,52.36,2025-12-24 13:55:12,Edukacja,BLIK,Chorzów,Polska,Zakonczona
545002,10325,76.71,2025-08-02 10:14:57,Supermarkety,Karta,Chorzów,Polska,Zakonczona
545003,10651,99.92,2025-01-29 06:55:21,Paliwo i Transport,Karta,Rybnik,Polska,Zakonczona
545004,10859,290.86,2025-01-22 13:30:17,Supermarkety,Online,,,Zakonczona
545005,10021,62.97,2025-12-28 13:38:40,Restauracje i Bary,BLIK, Katowice,Polska,Zakonczona
545006,10959,4500.65,2025-01-14 13:31:16,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
545007,10419,550.5,2025-05-04 10:12:55,Edukacja,Online,,,Zakonczona
545008,11456,56.55,2025-02-11 13:03:36,Zdrowie i Apteki,Karta,Sosnowiec,Polska,Zakonczona
545009,11075,26.73,2025-10-01 15:04:10,Zdrowie i Apteki,BLIK,Katowice,Polska,Zakonczona
545010,11090,44.99,2025-02-20 08:48:21,Paliwo i Transport,Karta,Gliwice,Polska,Zakonczona
545011,10705,9.95,2025-09-07 07:49:10,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
545012,11496,53.3,2025-07-08 21:23:23,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
545013,10046,19.9,2025-09-06 19:04:45,Restauracje i Bary,Karta,Mikołów,Polska,Zakonczona
545014,11407,335.43,2025-07-18 11:50:46,Przelew,Przelew Krajowy,,,Zakonczona
545015,10196,89.2,2025-08-30 07:42:56,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
545016,10112,26.75,2025-02-15 19:18:29,Restauracje i Bary,BLIK,Sosnowiec,Polska,Zakonczona
545017,11302,30.6,2025-05-31 20:41:29,Restauracje i Bary,BLIK,Zabrze,Polska,Zakonczona
545018,10175,37.49,2025-12-27 10:03:57,Przelew,Przelew Krajowy,,,Odrzucona
545019,11096,34.95,2025-07-06 20:55:14,Restauracje i Bary,BLIK,Tychy,Polska,Zakonczona
545020,11383,70.94,2025-04-02 17:25:42,Zakupy Odzieżowe,Online,,,Zakonczona
545021,10811,36.44,2025-12-31 06:42:04,Supermarkety,BLIK,Mikołów,Polska,Zakonczona
545022,11439,72.99,2025-12-21 08:08:00,Paliwo i Transport,BLIK,Katowice,Polska,Zakonczona
545023,10178,70.85,2025-12-28 09:45:28,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
545024,10566,11.9,2025-08-18 14:32:19,Zdrowie i Apteki,Karta,Gliwice,Polska,Zakonczona
545025,11225,46.32,2025-10-17 06:18:17,Supermarkety,Karta,Mikołów,Polska,Zakonczona
545026,10668,6.78,2025-09-01 15:08:04,Przelew,Przelew Krajowy,,,Zakonczona
545027,10359,22.86,2025-07-23 15:06:00,Edukacja,Karta,Orzesze,Polska,Odrzucona
545028,11037,42.7,2025-10-11 13:48:35,Supermarkety,BLIK,gliwice,Polska,Zakonczona
545029,11078,2946.2,2025-01-25 18:27:12,Restauracje i Bary,BLIK,Bytom,Polska,Zakonczona
545030,11210,56.42,2025-12-22 18:02:43,Supermarkety,BLIK,Chorzów,Polska,Zakonczona
545031,10085,15.62,2025-12-06 08:15:01,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
545032,10178,20.66,2025-04-15 10:40:26,Edukacja,Karta,Gliwice,Polska,Zakonczona
545033,10344,54.69,2025-07-09 11:26:56,Zakupy Odzieżowe,BLIK,Bytom,Polska,Odrzucona
545034,11254,31.96,2025-05-28 04:28:59,Rozrywka i Streaming,Online,,,Zakonczona
545035,11219,176.92,2025-07-22 17:26:07,Supermarkety,BLIK,Warszawa,Polska,Zakonczona
545036,11061,54.06,2025-12-18 19:07:58,Przelew,Przelew Krajowy,,,Zakonczona
545037,10182,75.18,2025-08-05 08:55:32,Supermarkety,Karta,Gliwice,Polska,Zakonczona
545038,11469,76.28,2025-03-29 23:04:16,Supermarkety,Online,,,Zakonczona
545039,10187,8.64,2025-06-08 17:16:38,Rozrywka i Streaming,Online,,,Zakonczona
545040,10560,141.65,2025-11-01 09:39:10,Paliwo i Transport,BLIK,Tychy,Polska,Zakonczona
545041,11434,13466.54,2025-01-15 11:12:20,Supermarkety,Karta,Londyn,Wielka Brytania,Zakonczona
545042,10294,38.52,2025-11-03 20:09:27,Elektronika,BLIK,Tychy  ,Polska,Zakonczona
545043,10985,12.6,2025-04-09 14:08:00,Supermarkety,Online,,,Zakonczona
545044,10634,13.06,2025-12-30 07:34:22,Paliwo i Transport,Karta,Kraków,Polska,Zakonczona
545045,11003,365.19,2025-03-29 18:47:29,Restauracje i Bary,Karta,Bytom,Polska,Zakonczona
545046,10065,79.19,2025-09-04 11:57:43,Zdrowie i Apteki,BLIK,Chorzów,Polska,Zakonczona
545047,11473,77.97,2025-09-06 03:01:40,Elektronika,Online,,,Zakonczona
545048,11247,62.82,2025-12-09 06:37:52,Paliwo i Transport,BLIK,Zabrze,Polska,Zakonczona
545049,10891,11.2,2025-12-03 01:34:53,Rachunki i Opłaty,Online,,,Zakonczona
545050,10003,64.2,2025-04-29 11:15:50,Edukacja,BLIK,Rybnik,Polska,Zakonczona
545051,10599,28.98,2025-07-13 12:07:32,Zdrowie i Apteki,Karta,Orzesze,Polska,Zakonczona
545052,11170,62.91,2025-12-28 09:13:43,Paliwo i Transport,Online,,,Zakonczona
545053,10795,51.24,2025-12-06 08:56:04,Paliwo i Transport,Karta,katowice,Polska,Zakonczona
545054,10759,37.36,2025-01-12 11:19:22,Edukacja,Karta,Bytom,Polska,Zakonczona
545055,10082,2356.47,2025-04-20 22:11:51,Restauracje i Bary,BLIK,Sosnowiec,Polska,Zakonczona
545056,10638,32.96,2025-05-16 08:20:40,Supermarkety,Karta,Bytom,Polska,Zakonczona
545057,10543,30.3,2025-11-14 08:54:28,Supermarkety,BLIK,Chorzów,Polska,Zakonczona
545058,10143,343.44,2025-09-10 23:08:04,Przelew,Przelew Krajowy,,,Zakonczona
545059,10814,1008.91,2025-12-20 11:24:04,Zakupy Odzieżowe,Karta,Bytom,Polska,Zakonczona
545060,10371,493.26,2025-08-27 12:48:26,Supermarkety,BLIK,Katowice,Polska,Zakonczona
545061,10410,119.1,2025-08-13 11:29:29,Supermarkety,Karta,Zabrze,Polska,Zakonczona
545062,10251,55.82,2025-04-06 08:04:42,Paliwo i Transport,Karta,Sosnowiec,Polska,Odrzucona
545063,11388,11.06,2025-11-19 12:41:20,Supermarkety,Online,,,Zakonczona
545064,10332,263.24,2025-12-21 14:57:08,Rozrywka i Streaming,Karta,Mikołów,Polska,Zakonczona
545065,10923,70.44,2025-09-16 13:34:43,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
545066,10377,17.09,2025-01-01 06:11:35,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
545067,11219,72.56,2025-10-01 09:46:02,Paliwo i Transport,BLIK,Tychy,Polska,Zakonczona
545068,10125,61.17,2025-11-05 16:16:18,Supermarkety,BLIK,Sosnowiec,Polska,Zakonczona
545069,11241,30.89,2025-09-15 11:04:22,Zakupy Odzieżowe,Online,,,Zakonczona
545070,10784,5.48,2025-04-22 08:53:53,Supermarkety,Karta,Orzesze,Polska,Zakonczona
545071,10241,5495.92,2025-03-03 06:02:14,Paliwo i Transport,Karta,Londyn,Wielka Brytania,Zakonczona
545072,11096,12.57,2025-09-04 08:14:14,Supermarkety,Karta,Tychy,Polska,Zakonczona
545073,10893,72.54,2025-09-29 06:10:53,Supermarkety,Karta,Tychy,Polska,Zakonczona
545074,10115,57.14,2025-12-22 15:11:45,Supermarkety,BLIK,Zakopane,Polska,Zakonczona
545075,11121,300.91,2025-12-28 08:55:39,Paliwo i Transport,Online,,,Zakonczona
545076,10358,17.27,2025-10-08 18:10:54,Zdrowie i Apteki,Karta,Rybnik,Polska,Zakonczona
545077,10971,73.07,2025-03-23 09:12:16,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
545078,10852,31.64,2025-06-29 00:37:12,Rozrywka i Streaming,Online,,,Zakonczona
545079,10606,329.87,2025-01-15 09:19:45,Supermarkety,BLIK,gliwice,Polska,Zakonczona
545080,10467,242.81,2025-12-27 17:42:36,Supermarkety,BLIK,Katowice,Polska,Zakonczona
545081,11047,13.08,2025-06-17 06:04:00,Paliwo i Transport,Karta,Tychy,Polska,Zakonczona
545082,10578,372.55,2025-12-25 03:36:25,Rozrywka i Streaming,Online,,,Odrzucona
545083,10853,20.78,2025-02-10 07:01:30,Paliwo i Transport,Karta,Sosnowiec,Polska,Zakonczona
545084,10445,65.22,2025-12-10 10:48:13,Zakupy Odzieżowe,Karta,gliwice,Polska,Zakonczona
545085,10599,,2025-11-24 20:37:18,Przelew,Karta,,,
545086,11203,257.44,2025-12-01 06:01:08,Supermarkety,BLIK,Sosnowiec,Polska,Zakonczona
545087,11458,66.41,2025-03-18 13:42:35,Zdrowie i Apteki,Karta,Poznań,Polska,Zakonczona
545088,10753,26.51,2025-12-26 21:50:43,Rozrywka i Streaming,BLIK,Bytom,Polska,Zakonczona
545089,10644,50.21,2025-10-01 11:35:46,Zdrowie i Apteki,BLIK,Orzesze,Polska,Zakonczona
545090,11485,190.74,2025-06-15 11:36:24,Supermarkety,BLIK,Warszawa,Polska,Zakonczona
545091,10760,14.39,2025-11-25 18:36:54,Edukacja,BLIK,Gdańsk,Polska,Zakonczona
545092,10241,6.81,2025-02-03 08:22:40,Paliwo i Transport,BLIK,Sosnowiec ,Polska,Zakonczona
545093,10202,61.25,2025-07-02 17:37:35,Rachunki i Opłaty,Online,,,Zakonczona
545094,10952,62.37,2025-09-17 15:35:39,Elektronika,Online,,,Zakonczona
545095,10060,22.95,2025-03-06 08:19:50,Supermarkety,Karta,gliwice,Polska,Zakonczona
545096,11206,16.06,2025-10-02 10:27:00,Supermarkety,Karta,Chorzów,Polska,Zakonczona
545097,10733,14.32,2025-04-16 07:13:49,Paliwo i Transport,BLIK,Katowice,Polska,Zakonczona
545098,11499,675.46,2025-10-04 15:40:47,Supermarkety,Online,,,Zakonczona
545099,10762,194.73,2025-08-22 09:36:15,Paliwo i Transport,Online,,,Zakonczona
545100,11412,44.09,2025-06-01 12:30:22,Supermarkety,Karta,Zabrze,Polska,Zakonczona
545101,11129,74.72,2025-12-05 04:36:11,Rozrywka i Streaming,Online,,,Zakonczona
545102,10633,27.26,2025-10-08 15:11:02,Zdrowie i Apteki,Online,,,Zakonczona
545103,11411,16.55,2025-04-02 10:45:31,Przelew,Przelew Krajowy,,,Zakonczona
545104,10042,7.24,2025-10-15 11:35:17,Supermarkety,Online,,,Zakonczona
545105,10364,61.75,2025-11-01 09:31:24,Supermarkety,Karta,Chorzów,Polska,Zakonczona
545106,10033,71.95,2025-07-11 08:11:14,Supermarkety,Karta,Chorzów,Polska,Zakonczona
545107,10305,29.39,2025-12-26 06:51:18,Paliwo i Transport,BLIK,Rybnik,Polska,Zakonczona
545108,11320,68.87,2025-09-28 19:19:02,Restauracje i Bary,BLIK,Gliwice,Polska,Zakonczona
545109,10404,324.01,2025-08-21 12:29:19,Zdrowie i Apteki,Karta,Orzesze,Polska,Zakonczona
545110,11273,37.05,2025-09-27 02:38:51,Elektronika,Online,,,Zakonczona
545111,10484,,2025-01-18 19:55:20,Przelew,Karta,,,
545112,11466,7.82,2025-09-27 17:02:22,Restauracje i Bary,BLIK,Bytom,Polska,Zakonczona
545113,10786,16.77,2025-12-28 17:16:30,Restauracje i Bary,Karta,Mikołów,Polska,Zakonczona
545114,10404,15.61,2025-03-28 09:44:31,Paliwo i Transport,Karta,Orzesze,Polska,Zakonczona
545115,10977,5.05,2025-03-16 17:01:45,Supermarkety,Karta,KATOWICE  ,Polska,Zakonczona
545116,11424,45.8,2025-12-12 22:43:23,Restauracje i Bary,Karta,Sosnowiec,Polska,Zakonczona
545117,11456,61.39,2025-09-26 22:14:56,Rozrywka i Streaming,Online,,,Zakonczona
545118,10695,300.74,2025-12-23 20:59:22,Rachunki i Opłaty,Online,,,Zakonczona
545119,11238,38.95,2025-10-06 06:21:52,Paliwo i Transport,Karta,Katowice,Polska,Zakonczona
545120,10868,123.57,2025-11-17 20:50:16,Zdrowie i Apteki,BLIK,Mikołów,Polska,Zakonczona
545121,11207,12.43,2025-01-10 14:19:44,Restauracje i Bary,Online,,,Zakonczona
545122,10798,77.03,2025-09-01 18:34:37,Elektronika,Karta,Sosnowiec,Polska,Zakonczona
545123,10281,58.65,2025-08-03 16:05:13,Restauracje i Bary,BLIK,Rybnik,Polska,Odrzucona
545124,11260,,2025-02-21 22:22:29,Przelew,BLIK,,,
545125,11126,,2025-07-27 07:15:47,Przelew,Karta,,,
545126,10939,68.72,2025-11-01 06:36:34,Paliwo i Transport,Online,,,Zakonczona
545127,10681,33.13,2025-06-11 09:35:18,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
545128,11013,34.01,2025-04-30 07:00:42,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
545129,11356,,2025-08-30 14:48:18,Przelew,Karta,,,
545130,11115,220.44,2025-12-28 15:20:01,Restauracje i Bary,Online,,,Zakonczona
545131,10105,31.34,2025-10-30 12:02:50,Zakupy Odzieżowe,BLIK,Mikołów,Polska,Zakonczona
545132,10268,89.03,2025-01-25 21:58:01,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
545133,10213,115.89,2025-11-22 18:33:22,Rozrywka i Streaming,Karta,Tychy  ,Polska,Zakonczona
545134,11173,26.94,2025-07-31 09:05:55,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
545135,11211,3452.6,2025-12-07 23:44:34,Elektronika,BLIK,Rybnik,Polska,Zakonczona
545136,10709,6.61,2025-11-21 07:29:56,Paliwo i Transport,Karta,Warszawa,Polska,Zakonczona
545137,10722,116.43,2025-06-01 14:25:44,Restauracje i Bary,Karta,Gliwice,Polska,Zakonczona
545138,10373,19.67,2025-12-11 06:18:59,Paliwo i Transport,BLIK,Wrocław,Polska,Zakonczona
545139,10288,351.73,2025-11-10 07:05:38,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
545140,10212,341.66,2025-01-11 12:08:07,Edukacja,Karta,Gliwice,Polska,Zakonczona
545141,11192,79.49,2025-02-24 23:14:18,Elektronika,BLIK,Chorzów,Polska,Zakonczona
545142,10323,24.78,2025-12-04 10:30:44,Zakupy Odzieżowe,Online,,,Zakonczona
545143,10045,,2025-08-18 08:45:48,Przelew,BLIK,,,
545144,11336,6.05,2025-02-15 17:15:27,Rozrywka i Streaming,Karta,Zabrze,Polska,Zakonczona
545145,11418,40.74,2025-02-13 12:52:25,Supermarkety,Online,,,Zakonczona
545146,10978,116.78,2025-08-03 08:22:55,Supermarkety,BLIK,Bytom,Polska,Odrzucona
545147,10012,56.27,2025-12-04 15:29:50,Zdrowie i Apteki,BLIK,Katowice,Polska,Zakonczona
545148,10281,46.92,2025-10-30 13:20:43,Elektronika,BLIK,Rybnik,Polska,Zakonczona
545149,10005,,2025-02-05 22:29:04,Przelew,BLIK,,,
545150,10545,139.65,2025-02-22 18:46:36,Restauracje i Bary,BLIK,Rybnik,Polska,Zakonczona
545151,10676,30.16,2025-04-06 23:27:38,Supermarkety,BLIK,Sosnowiec,Polska,Zakonczona
545152,10317,52.2,2025-03-22 08:18:26,Supermarkety,Online,,,Zakonczona
545153,11012,72.28,2025-07-13 22:59:28,Restauracje i Bary,BLIK,Chorzów,Polska,Zakonczona
545154,10222,646.8,2025-07-13 14:25:57,Supermarkety,BLIK,Rybnik,Polska,Odrzucona
545155,10866,85.84,2025-02-17 09:47:39,Supermarkety,BLIK, Katowice,Polska,Zakonczona
545156,10602,219.61,2025-04-20 22:59:27,Supermarkety,Karta,Warszawa,Polska,Zakonczona
545157,11354,,2025-07-13 05:30:28,Elektronika,Online,,,
545158,10958,23.13,2025-03-12 07:37:52,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
545159,10849,131.0,2025-12-01 08:39:43,Paliwo i Transport,BLIK,Zabrze,Polska,Zakonczona
545160,11046,261.25,2025-11-29 17:25:42,Supermarkety,Karta,Chorzów,Polska,Zakonczona
545161,10521,11.42,2025-02-04 11:23:32,Edukacja,BLIK,Gliwice,Polska,Zakonczona
545162,11404,75.28,2025-12-27 21:38:57,Supermarkety,Karta,Orzesze,Polska,Zakonczona
545163,10281,11.08,2025-03-12 22:38:42,Supermarkety,Karta, Katowice,Polska,Zakonczona
545164,10579,67.3,2025-06-03 21:44:58,Supermarkety,Karta,Bytom,Polska,Zakonczona
545165,10322,26.95,2025-04-04 09:45:43,Paliwo i Transport,Karta,Katowice,Polska,Zakonczona
545166,10073,8.93,2025-02-28 09:01:03,Supermarkety,BLIK,Zabrze,Polska,Zakonczona
545167,10292,298.19,2025-03-29 11:24:05,Edukacja,Karta,Gliwice,Polska,Zakonczona
545168,10469,71.24,2025-02-05 20:18:09,Supermarkety,BLIK,Chorzów,Polska,Zakonczona
545169,10565,107.84,2025-04-29 17:10:33,Elektronika,BLIK,Katowice,Polska,Zakonczona
545170,10665,11.63,2025-12-20 13:17:19,Restauracje i Bary,BLIK,Orzesze,Polska,Zakonczona
545171,11167,14.27,2025-06-26 07:11:49,Supermarkety,Karta,Gliwice,Polska,Zakonczona
545172,10918,17.45,2025-10-11 15:16:51,Restauracje i Bary,BLIK,Katowice,Polska,Zakonczona
545173,10077,62.67,2025-08-15 17:31:28,Rozrywka i Streaming,BLIK,Zakopane,Polska,Zakonczona
545174,11273,72.9,2025-11-04 11:46:00,Supermarkety,BLIK,Chorzów,Polska,Zakonczona
545175,10839,5.36,2025-04-30 07:02:57,Paliwo i Transport,Karta,Gliwice,Polska,Zakonczona
545176,10009,140.01,2025-10-22 20:10:56,Zakupy Odzieżowe,Online,,,Zakonczona
545177,11431,109.75,2025-11-28 07:27:54,Paliwo i Transport,Online,,,Zakonczona
545178,11017,1252.73,2025-07-19 13:55:43,Restauracje i Bary,Karta,Orzesze,Polska,Zakonczona
545179,10839,34.65,2025-05-02 20:29:39,Rozrywka i Streaming,Karta,Gliwice,Polska,Zakonczona
545180,10655,,2025-10-11 13:38:51,Przelew,Karta,,,
545181,10122,,2025-03-23 10:33:16,Przelew,Przelew Krajowy,,,
545182,10070,19.29,2025-12-06 15:41:34,Rozrywka i Streaming,Karta,Sosnowiec,Polska,Zakonczona
545183,10185,43.6,2025-07-04 15:00:13,Restauracje i Bary,Karta,Rybnik,Polska,Zakonczona
545184,10887,64.82,2025-01-28 22:30:56,Przelew,Przelew Krajowy,,,Zakonczona
545185,10247,12.82,2025-03-20 11:13:47,Zdrowie i Apteki,Karta, Katowice,Polska,Zakonczona
545186,10324,183.83,2025-03-24 07:40:57,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
545187,10608,107.62,2025-08-13 19:16:03,Zakupy Odzieżowe,BLIK,Chorzów,Polska,Zakonczona
545188,10686,31.12,2025-11-10 19:16:06,Elektronika,BLIK,Chorzów,Polska,Zakonczona
545189,10525,1009.07,2025-02-11 11:20:36,Edukacja,BLIK,Bytom,Polska,Zakonczona
545190,10505,11.4,2025-07-24 15:23:32,Zdrowie i Apteki,Karta,Gliwice,Polska,Zakonczona
545191,10037,18.81,2025-11-24 17:02:52,Zdrowie i Apteki,BLIK,Bytom,Polska,Zakonczona
545192,10462,40.8,2025-08-03 16:17:13,Supermarkety,BLIK,gliwice,Polska,Zakonczona
545193,10446,10.87,2025-01-12 11:28:33,Edukacja,BLIK, Gliwice,Polska,Zakonczona
545194,10033,89.42,2025-11-16 07:08:45,Paliwo i Transport,BLIK,Chorzów,Polska,Zakonczona
